id,name_of_interviewer,district,female,age_40_and_above,farmer_laborer,health_yes_some_diff_2,health_yes_a_lot_3,caste_BC,caste_NGTJ,caste_Dal,caste_Other,are_main_problems_addressed,biggest_prob,satisfied_with_gov,top_thing_gov,information_about_gov_support,a_Top_need_info,satisfied_with_ngos,a_Top_need_NGOs,is_support_fair,a_Top_reason_not_fair,prepared_for_winter,have_been_heard,relief_effort_progress,a_Top_problem_women
723637,Nabaraj Shrestha,Ramechhap,1,1,1,1,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_get_shelter_materials,5.0,,5.0,,1.0,1.0,3.0,long_term_shelter__housing
723638,Keshav Paudel,Kavrepalanchok,1,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,cash_for_work,1.0,finding_missing_people,1.0,building_mater,1.0,based_on_caste,1.0,1.0,1.0,child_protecti
723639,Namin prajapati,Bhaktapur,0,1,0,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_register_for_access_sup,2.0,cash_for_work,2.0,first_come__fi,1.0,2.0,1.0,
723640,sarita sapkota,Kavrepalanchok,1,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,2.0,building_mater,1.0,news_about_government_decision,3.0,building_mater,4.0,,4.0,1.0,1.0,toilets_sanitation
723643,Prakash Magarati,Sindhuli,1,0,1,0,0,1,0,0,0,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,5.0,5.0,
723645,Rajan Dahal,Makwanpur,1,1,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,4.0,,4.0,,4.0,,,,5.0,3.0,3.0,healthcare
723650,Ramesh Darai,Dhading,0,1,1,0,0,0,0,1,0,2.0,clean_water,2.0,cash_for_work,3.0,news_about_government_decision,4.0,,5.0,,4.0,4.0,4.0,
723653,Biraj Tamang,Rasuwa,0,0,1,0,0,0,1,0,0,5.0,,1.0,building_mater,1.0,news_about_government_decision,1.0,building_mater,5.0,,1.0,1.0,5.0,
723658,Ganga Nepal,Sindhupalchowk,0,0,1,0,0,0,0,0,1,3.0,long_term_shelter__housing,3.0,other,1.0,other,3.0,cash_for_work,1.0,based_on_polit,3.0,1.0,1.0,
723659,Rajan Dahal,Makwanpur,0,1,0,0,0,1,0,0,0,4.0,,3.0,housing_inspec,4.0,,,,4.0,,3.0,3.0,4.0,
723664,Keshav Paudel,Kavrepalanchok,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,1.0,building_mater,5.0,,1.0,2.0,2.0,
723665,Namin prajapati,Bhaktapur,1,0,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,4.0,,2.0,how_to_register_for_access_sup,2.0,cash_for_work,2.0,first_come__fi,3.0,2.0,1.0,healthcare
723667,Biraj Tamang,Rasuwa,0,0,1,0,0,0,1,0,0,5.0,,5.0,,5.0,,5.0,,5.0,,1.0,1.0,5.0,
723698,Ramesh Darai,Dhading,1,0,1,0,0,0,0,0,1,2.0,long_term_shelter__housing,4.0,,2.0,news_about_government_decision,4.0,,4.0,,5.0,4.0,4.0,
723700,Nabaraj Shrestha,Ramechhap,0,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_replace_personal_docume,1.0,cash_for_work,5.0,,1.0,1.0,2.0,
723720,Subash Krishna Koirala,Sindhuli,1,0,0,0,0,1,0,0,0,3.0,long_term_shelter__housing,5.0,,5.0,,5.0,,5.0,,5.0,5.0,2.0,
723722,Biraj Tamang,Rasuwa,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,5.0,,5.0,,1.0,1.0,5.0,
723725,Ganga Nepal,Sindhupalchowk,1,0,1,0,0,0,0,0,1,1.0,long_term_shelter__housing,3.0,other,1.0,news_about_government_decision,1.0,other,3.0,based_on_polit,3.0,1.0,1.0,psychosocial_counseling
723726,Namin prajapati,Bhaktapur,1,0,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_register_for_access_sup,2.0,cash_for_work,2.0,first_come__fi,2.0,2.0,1.0,clean_water
723727,Keshav Paudel,Kavrepalanchok,0,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,how_to_get_shelter_materials,1.0,building_mater,1.0,based_on_caste,1.0,1.0,2.0,
723729,Bishal Adhikari,Gorkha,0,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,3.0,how_to_register_for_access_sup,2.0,cash_for_work,1.0,based_on_dista,1.0,1.0,4.0,
723730,Biraj Tamang,Rasuwa,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,5.0,,5.0,,1.0,1.0,5.0,
723731,rabin adhikari,Kavrepalanchok,0,1,1,0,0,0,1,0,0,1.0,healthcare,2.0,housing_inspec,2.0,how_to_get_healthcare_psycholo,2.0,cash_for_work,2.0,because_people,2.0,1.0,2.0,
723732,Nabaraj Shrestha,Ramechhap,0,0,1,0,0,1,0,0,0,1.0,financial_support,1.0,cash_for_work,1.0,how_to_get_shelter_materials,5.0,,5.0,,1.0,1.0,5.0,
723734,Subash Krishna Koirala,Sindhuli,1,1,1,1,0,1,0,0,0,4.0,,4.0,,5.0,,5.0,,3.0,based_on_polit,5.0,2.0,4.0,long_term_shelter__housing
723739,Namin prajapati,Bhaktapur,0,1,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,building_mater,4.0,,5.0,,2.0,first_come__fi,1.0,2.0,1.0,
723773,Nabaraj Shrestha,Ramechhap,1,1,1,0,1,0,1,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_get_shelter_materials,1.0,cash_for_work,5.0,,1.0,1.0,1.0,healthcare
723819,Nabaraj Shrestha,Ramechhap,0,1,1,1,0,0,1,0,0,1.0,financial_support,1.0,cash_for_work,1.0,how_to_get_healthcare_psycholo,2.0,cash_for_work,5.0,,1.0,1.0,2.0,
723833,Nabaraj Shrestha,Ramechhap,0,0,1,0,0,1,0,0,0,1.0,financial_support,1.0,cash_for_work,1.0,how_to_get_shelter_materials,5.0,,5.0,,1.0,1.0,2.0,
723849,Nabaraj Shrestha,Ramechhap,1,1,1,1,0,0,1,0,0,1.0,financial_support,1.0,cash_for_work,1.0,how_to_get_shelter_materials,1.0,cash_for_work,3.0,based_on_caste,4.0,1.0,5.0,long_term_shelter__housing
723886,Nabaraj Shrestha,Ramechhap,1,1,1,1,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,how_to_get_shelter_materials,3.0,cash_for_work,3.0,based_on_caste,5.0,1.0,3.0,long_term_shelter__housing
723911,Nabaraj Shestha,Ramechhap,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,5.0,,5.0,,5.0,,5.0,1.0,1.0,
723922,Nabaraj Shrestha,Ramechhap,0,1,1,1,0,0,1,0,0,1.0,long_term_shelter__housing,5.0,,1.0,how_to_get_shelter_materials,5.0,,3.0,based_on_caste,1.0,1.0,5.0,
723931,Nabaraj Shrestha,Ramechhap,1,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_replace_personal_docume,1.0,cash_for_work,5.0,,1.0,1.0,1.0,livelihoods
724018,Nabaraj Shrestha,Ramechhap,0,1,1,0,0,0,0,0,1,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_replace_personal_docume,1.0,cash_for_work,1.0,based_on_polit,,2.0,,
724026,Nabaraj Shrestha,Ramechhap,0,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_replace_personal_docume,1.0,other,5.0,,1.0,1.0,2.0,
724049,Nabaraj Shrestha,Ramechhap,0,0,1,0,0,1,0,0,0,3.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_get_shelter_materials,2.0,cash_for_work,4.0,,1.0,2.0,2.0,
724088,Ramhari Shrestha,Ramechhap,0,0,1,0,0,0,0,0,1,2.0,long_term_shelter__housing,2.0,cash_for_work,1.0,how_to_get_shelter_materials,2.0,building_mater,4.0,,5.0,,4.0,
724119,Biraj Tamang,Rasuwa,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,5.0,,1.0,building_mater,5.0,,1.0,1.0,5.0,
724135,Ramhari Shrestha,Ramechhap,0,1,1,0,0,0,0,0,1,2.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_register_for_access_sup,2.0,cash_for_work,5.0,,5.0,1.0,4.0,
724136,Biraj Tamang,Rasuwa,0,0,1,0,0,0,1,0,0,5.0,,1.0,building_mater,5.0,,5.0,,5.0,,1.0,1.0,5.0,
724152,Biraj Tamang,Rasuwa,0,0,1,0,0,0,1,0,0,4.0,,5.0,,5.0,,5.0,,5.0,,1.0,1.0,5.0,
724164,Ramhari Shrestha,Ramechhap,0,1,1,0,0,0,0,1,0,1.0,long_term_shelter__housing,1.0,cash_for_work,2.0,how_to_register_for_access_sup,1.0,cash_for_work,4.0,,5.0,2.0,3.0,
724171,Rajan Dahal,Makwanpur,0,0,0,0,0,1,0,0,0,4.0,,3.0,housing_inspec,4.0,,3.0,building_mater,3.0,based_on_dista,,1.0,3.0,
724174,Biraj Tamang,Rasuwa,0,1,1,0,0,0,1,0,0,5.0,,1.0,building_mater,1.0,news_about_government_decision,1.0,cash_for_work,5.0,,5.0,,5.0,
724179,Ganga Nepal,Sindhupalchowk,0,1,1,0,1,0,0,1,0,1.0,short_term_she,3.0,other,1.0,news_about_government_decision,1.0,cash_for_work,4.0,,1.0,1.0,3.0,
724180,Ganga Nepal,Sindhupalchowk,1,0,0,0,0,0,0,0,1,3.0,education,3.0,other,5.0,,1.0,cash_for_work,3.0,other,3.0,1.0,1.0,education
724189,Biraj Tamang,Rasuwa,0,1,1,1,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,how_to_replace_personal_docume,1.0,building_mater,5.0,,1.0,1.0,5.0,
724192,Ganga Nepal,Sindhupalchowk,1,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,3.0,cash_for_work,5.0,,5.0,,5.0,,5.0,1.0,1.0,long_term_shelter__housing
724193,Ramesh Darai,Dhading,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,cash_for_work,3.0,news_about_government_decision,2.0,cash_for_work,5.0,,1.0,2.0,3.0,
724195,Keshav Paudel,Kavrepalanchok,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,how_to_get_shelter_materials,2.0,building_mater,1.0,based_on_caste,1.0,,1.0,
724196,Ramhari Shrestha,Ramechhap,1,0,1,0,0,0,0,0,1,2.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_register_for_access_sup,2.0,cash_for_work,4.0,,4.0,2.0,4.0,long_term_shelter__housing
724197,Rajan Dahal,Makwanpur,1,1,1,0,0,0,1,0,0,4.0,,4.0,,4.0,,3.0,cash_for_work,3.0,based_on_dista,3.0,4.0,4.0,
724199,yam basel,Gorkha,1,0,1,1,0,1,0,0,0,4.0,,4.0,,4.0,,4.0,,1.0,based_on_caste,5.0,4.0,4.0,
724201,Ganga Nepal,Sindhupalchowk,1,0,0,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,other,1.0,news_about_government_decision,3.0,cash_for_work,5.0,,1.0,1.0,3.0,long_term_shelter__housing
724202,Biraj Tamang,Rasuwa,1,0,1,0,0,1,0,0,0,4.0,,1.0,building_mater,1.0,how_to_register_for_access_sup,5.0,,5.0,,1.0,1.0,5.0,long_term_shelter__housing
724214,Keshav Paudel,Kavrepalanchok,1,0,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,housing_inspec,2.0,how_to_get_shelter_materials,2.0,building_mater,2.0,based_on_polit,2.0,1.0,2.0,sanitary_products
724216,Ramesh Darai,Dhading,0,1,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,4.0,,5.0,,,,1.0,first_come__fi,1.0,1.0,1.0,
724219,Rajan Dahal,Makwanpur,0,0,0,0,0,1,0,0,0,5.0,,4.0,,4.0,,3.0,cash_for_work,4.0,,4.0,4.0,4.0,
724221,rabin adhikari,Kavrepalanchok,1,0,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_get_healthcare_psycholo,2.0,cash_for_work,1.0,based_on_caste,2.0,3.0,2.0,education
724224,Ganga Nepal,Sindhupalchowk,0,0,1,0,0,1,0,0,0,3.0,long_term_shelter__housing,1.0,cash_for_work,1.0,news_about_government_decision,3.0,other,5.0,,1.0,1.0,1.0,
724225,Biraj Tamang,Rasuwa,0,1,0,0,0,1,0,0,0,5.0,,5.0,,5.0,,4.0,,2.0,other,1.0,1.0,4.0,
724226,yam basel,Gorkha,1,0,0,0,0,1,0,0,0,4.0,,4.0,,5.0,,4.0,,4.0,,5.0,4.0,4.0,
724231,Rajan Dahal,Makwanpur,0,1,0,0,0,1,0,0,0,5.0,,4.0,,4.0,,3.0,other,4.0,,4.0,4.0,4.0,
724232,Keshav Paudel,Kavrepalanchok,1,0,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,building_mater,1.0,news_about_government_decision,2.0,building_mater,1.0,because_people,2.0,2.0,2.0,long_term_shelter__housing
724233,rabin adhikari,Kavrepalanchok,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,building_mater,2.0,how_to_get_healthcare_psycholo,2.0,cash_for_work,,,1.0,1.0,,
724234,Biraj Tamang,Rasuwa,0,1,1,1,0,0,1,0,0,5.0,,1.0,building_mater,1.0,news_about_government_decision,5.0,,5.0,,1.0,1.0,5.0,
724236,Bhimraj Gurung,Gorkha,0,1,1,1,0,0,1,0,0,2.0,long_term_shelter__housing,3.0,cash_for_work,4.0,,3.0,cash_for_work,5.0,,1.0,3.0,4.0,
724237,Rajan Dahal,Makwanpur,0,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,4.0,,4.0,,3.0,seeds_and_fert,4.0,,4.0,2.0,4.0,
724239,Ganga Nepal,Sindhupalchowk,1,1,1,1,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_get_shelter_materials,3.0,building_mater,1.0,based_on_caste,3.0,1.0,1.0,long_term_shelter__housing
724240,Namin prajapati,Bhaktapur,0,1,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,cash_for_work,2.0,finding_missing_people,2.0,cash_for_work,1.0,first_come__fi,3.0,1.0,1.0,
724241,rabin adhikari,Kavrepalanchok,0,1,1,0,0,0,1,0,0,1.0,short_term_she,1.0,building_mater,1.0,news_about_government_decision,2.0,building_mater,1.0,based_on_polit,2.0,2.0,1.0,
724244,Rajan Dahal,Makwanpur,1,0,0,0,0,0,1,0,0,4.0,,4.0,,5.0,,3.0,cash_for_work,4.0,,3.0,3.0,4.0,
724246,Ganga Nepal,Sindhupalchowk,0,0,1,0,0,0,1,0,0,3.0,long_term_shelter__housing,1.0,other,3.0,news_about_government_decision,2.0,other,3.0,based_on_polit,5.0,1.0,1.0,
724247,Biraj Tamang,Rasuwa,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,5.0,,5.0,,5.0,,1.0,1.0,5.0,
724251,Subash Krishna Koirala,Sindhuli,1,0,0,0,0,1,0,0,0,4.0,,2.0,building_mater,2.0,how_to_get_healthcare_psycholo,5.0,,4.0,,5.0,3.0,4.0,healthcare
724252,rabin adhikari,Kavrepalanchok,0,1,1,0,0,0,1,0,0,1.0,short_term_she,1.0,building_mater,1.0,news_about_government_decision,1.0,cash_for_work,,,1.0,1.0,1.0,
724254,Keshav Paudel,Kavrepalanchok,0,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,finding_missing_people,1.0,building_mater,2.0,based_on_caste,2.0,2.0,1.0,
724255,Namin prajapati,Bhaktapur,1,0,1,0,0,0,1,0,0,4.0,,4.0,,5.0,,1.0,cash_for_work,2.0,first_come__fi,1.0,2.0,1.0,toilets_sanitation
724257,Rajan Dahal,Makwanpur,1,0,0,0,0,1,0,0,0,4.0,,4.0,,4.0,,3.0,seeds_and_fert,4.0,,3.0,3.0,4.0,healthcare
724258,yam basel,Gorkha,0,1,0,1,0,1,0,0,0,4.0,,4.0,,4.0,,4.0,,4.0,,5.0,,4.0,
724262,Ganga Nepal,Sindhupalchowk,0,0,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,news_about_government_decision,1.0,other,1.0,based_on_polit,5.0,1.0,1.0,
724271,Biraj Tamang,Rasuwa,0,1,1,0,0,0,1,0,0,5.0,,5.0,,5.0,,4.0,,,,1.0,4.0,3.0,
724272,Ramesh Darai,Dhading,1,0,0,0,0,0,1,0,0,2.0,long_term_shelter__housing,1.0,cash_for_work,1.0,news_about_government_decision,1.0,cash_for_work,2.0,based_on_caste,4.0,4.0,2.0,clean_water
724273,Subash Krishna Koirala,Sindhuli,1,1,1,1,0,1,0,0,0,2.0,long_term_shelter__housing,4.0,,5.0,,5.0,,4.0,,5.0,2.0,4.0,long_term_shelter__housing
724274,Rajan Dahal,Makwanpur,0,1,1,0,0,1,0,0,0,4.0,,4.0,,4.0,,2.0,seeds_and_fert,4.0,,2.0,2.0,3.0,
724275,Ramhari Shrestha,Ramechhap,0,0,0,0,0,0,1,0,0,2.0,long_term_shelter__housing,3.0,building_mater,2.0,how_to_register_for_access_sup,2.0,building_mater,1.0,based_on_dista,4.0,2.0,4.0,
724276,rabin adhikari,Kavrepalanchok,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,2.0,finding_missing_people,2.0,cash_for_work,2.0,based_on_dista,2.0,2.0,1.0,
724279,yam basel,Gorkha,0,0,0,1,0,0,1,0,0,4.0,,4.0,,5.0,,4.0,,4.0,,5.0,4.0,5.0,
724280,Namin prajapati,Bhaktapur,0,0,0,0,0,0,1,0,0,4.0,,2.0,building_mater,3.0,how_to_register_for_access_sup,2.0,housing_inspec,2.0,first_come__fi,1.0,2.0,1.0,
724281,Ganga Nepal,Sindhupalchowk,0,1,0,1,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,other,1.0,news_about_government_decision,1.0,food_aid,1.0,based_on_polit,3.0,1.0,,
724282,Biraj Tamang,Rasuwa,0,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,building_mater,5.0,,5.0,,5.0,,1.0,1.0,5.0,
724283,Rajan Dahal,Makwanpur,1,1,0,0,0,0,1,0,0,4.0,,3.0,housing_inspec,1.0,how_to_replace_personal_docume,3.0,cash_for_work,3.0,based_on_dista,,2.0,3.0,long_term_shelter__housing
724287,Subash Krishna Koirala,Sindhuli,0,1,1,1,0,1,0,0,0,4.0,,4.0,,5.0,,5.0,,3.0,based_on_polit,5.0,2.0,4.0,
724288,Keshav Paudel,Kavrepalanchok,0,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,seeds_and_fert,1.0,news_about_government_decision,1.0,building_mater,1.0,based_on_polit,1.0,,1.0,
724289,Ganga Nepal,Sindhupalchowk,0,0,1,1,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,other,1.0,how_to_get_shelter_materials,1.0,cash_for_work,3.0,based_on_polit,3.0,1.0,1.0,
724290,rabin adhikari,Kavrepalanchok,1,0,1,0,0,0,1,0,0,1.0,education,1.0,housing_inspec,1.0,how_to_get_healthcare_psycholo,2.0,cash_for_work,4.0,,2.0,1.0,1.0,
724291,yam basel,Gorkha,0,1,0,1,0,1,0,0,0,4.0,,4.0,,5.0,,4.0,,4.0,,5.0,5.0,4.0,
724292,Namin prajapati,Bhaktapur,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_register_for_access_sup,2.0,cash_for_work,2.0,first_come__fi,1.0,2.0,1.0,
724293,Ramesh Darai,Dhading,1,0,0,0,0,0,1,0,0,2.0,long_term_shelter__housing,4.0,,1.0,how_to_get_healthcare_psycholo,2.0,cash_for_work,2.0,based_on_caste,5.0,3.0,1.0,other
724294,Rajan Dahal,Makwanpur,1,0,1,0,0,0,1,0,0,4.0,,,,,,,,1.0,based_on_dista,2.0,3.0,3.0,maternal_neona
724295,Biraj Tamang,Rasuwa,1,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,5.0,,5.0,,5.0,,1.0,1.0,5.0,long_term_shelter__housing
724296,Ramhari Shrestha,Ramechhap,1,0,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,4.0,,2.0,how_to_register_for_access_sup,2.0,cash_for_work,4.0,,4.0,2.0,4.0,long_term_shelter__housing
724301,Bishal Adhikari,Gorkha,0,0,0,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,4.0,,4.0,,3.0,based_on_dista,1.0,1.0,3.0,
724306,Keshav Paudel,Kavrepalanchok,0,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,1.0,building_mater,1.0,based_on_caste,1.0,1.0,2.0,
724307,Ganga Nepal,Sindhupalchowk,1,0,1,1,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,other,3.0,news_about_government_decision,4.0,,3.0,based_on_caste,1.0,1.0,3.0,short_term_shelter__tent_shelt
724308,yam basel,Gorkha,0,0,1,0,0,1,0,0,0,4.0,,4.0,,4.0,,4.0,,4.0,,5.0,4.0,4.0,
724309,rabin adhikari,Kavrepalanchok,0,1,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,1.0,cash_for_work,2.0,how_to_get_healthcare_psycholo,2.0,housing_inspec,2.0,first_come__fi,2.0,1.0,2.0,
724312,Jiwan Kuwar,Sindhupalchowk,0,1,1,1,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_register_for_access_sup,2.0,cash_for_work,2.0,only_if_damage,2.0,2.0,2.0,
724314,Rajan Dahal,Makwanpur,0,1,1,0,0,0,0,1,0,1.0,long_term_shelter__housing,1.0,housing_inspec,1.0,how_to_get_healthcare_psycholo,3.0,cash_for_work,3.0,based_on_dista,1.0,3.0,3.0,
724315,Biraj Tamang,Rasuwa,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,5.0,,5.0,,1.0,1.0,5.0,
724316,laxman pd bhattarai,Bhaktapur,1,1,1,0,0,0,1,0,0,4.0,,4.0,,1.0,news_about_government_decision,4.0,,4.0,,,,4.0,
724317,Subash Krishna Koirala,Sindhuli,0,0,0,0,0,0,1,0,0,4.0,,1.0,building_mater,2.0,how_to_replace_personal_docume,2.0,building_mater,4.0,,2.0,4.0,4.0,
724318,Ramesh Darai,Dhading,0,1,0,1,0,0,0,1,0,2.0,clean_water,3.0,building_mater,2.0,news_about_government_decision,1.0,building_mater,1.0,based_on_polit,1.0,2.0,1.0,
724323,laxman pd bhattarai,Bhaktapur,1,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,4.0,,4.0,,1.0,first_come__fi,1.0,2.0,3.0,
724324,yam basel,Gorkha,0,0,0,0,0,1,0,0,0,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,4.0,4.0,
724326,Subash Krishna Koirala,Sindhuli,0,1,1,1,0,0,1,0,0,4.0,,4.0,,5.0,,5.0,,5.0,,5.0,5.0,5.0,
724327,Ganga Nepal,Sindhupalchowk,0,1,0,1,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,other,5.0,,1.0,cash_for_work,4.0,,1.0,3.0,1.0,
724330,Rajan Dahal,Makwanpur,1,0,0,0,0,0,0,0,1,4.0,,4.0,,4.0,,5.0,,4.0,,3.0,4.0,4.0,healthcare
724331,rabin adhikari,Kavrepalanchok,1,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,2.0,finding_missing_people,2.0,building_mater,1.0,because_people,2.0,1.0,2.0,long_term_shelter__housing
724333,Biraj Tamang,Rasuwa,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,5.0,,5.0,,1.0,1.0,5.0,
724335,Ramhari Shrestha,Ramechhap,1,1,1,0,0,0,0,0,1,2.0,long_term_shelter__housing,2.0,building_mater,2.0,how_to_register_for_access_sup,2.0,building_mater,4.0,,5.0,2.0,4.0,long_term_shelter__housing
724336,laxman pd bhattarai,Bhaktapur,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,5.0,,5.0,,4.0,,,4.0,4.0,
724337,Ramesh Darai,Dhading,0,0,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,4.0,,3.0,cash_for_work,1.0,based_on_polit,4.0,1.0,4.0,
724339,yam basel,Gorkha,0,1,0,1,0,0,1,0,0,4.0,,4.0,,4.0,,4.0,,4.0,,5.0,,4.0,
724340,Subash Krishna Koirala,Sindhuli,0,1,1,1,0,0,1,0,0,4.0,,4.0,,5.0,,5.0,,4.0,,5.0,4.0,4.0,
724341,Ganga Nepal,Sindhupalchowk,1,0,0,0,0,1,0,0,0,4.0,,1.0,housing_inspec,4.0,,4.0,,2.0,based_on_polit,4.0,4.0,1.0,
724342,rabin adhikari,Kavrepalanchok,0,0,0,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,building_mater,1.0,how_to_get_healthcare_psycholo,2.0,cash_for_work,2.0,based_on_polit,2.0,1.0,2.0,
724343,Rajan Dahal,Makwanpur,0,0,0,0,0,0,0,0,1,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,5.0,4.0,
724347,Bijaya Neupane,Rasuwa,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,,,5.0,,5.0,,5.0,,4.0,1.0,4.0,
724350,Jiwan Kuwar,Sindhupalchowk,0,0,1,1,0,1,0,0,0,2.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_register_for_access_sup,2.0,food_aid,2.0,only_if_damage,2.0,2.0,2.0,
724351,rabin adhikari,Kavrepalanchok,0,0,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,building_mater,1.0,finding_missing_people,2.0,building_mater,4.0,,1.0,2.0,2.0,
724352,Bishal Adhikari,Gorkha,0,0,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,cash_for_work,4.0,,3.0,cash_for_work,5.0,,1.0,3.0,4.0,
724353,laxman pd bhattarai,Bhaktapur,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,2.0,how_to_get_healthcare_psycholo,5.0,,4.0,,,,5.0,
724354,Subash Krishna Koirala,Sindhuli,0,1,1,1,0,0,1,0,0,4.0,,5.0,,4.0,,4.0,,4.0,,4.0,4.0,4.0,
724355,Rajan Dahal,Makwanpur,0,1,0,0,0,0,1,0,0,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,3.0,3.0,
724356,Ramhari Shrestha,Ramechhap,1,1,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,2.0,building_mater,2.0,how_to_register_for_access_sup,1.0,building_mater,4.0,,4.0,2.0,4.0,long_term_shelter__housing
724357,Biraj Tamang,Rasuwa,0,1,1,0,0,0,1,0,0,5.0,,5.0,,5.0,,5.0,,5.0,,1.0,1.0,5.0,
724358,Ramesh Darai,Dhading,1,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,5.0,,4.0,,5.0,,1.0,1.0,,child_protecti
724359,Bijaya Neupane,Rasuwa,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,5.0,,5.0,,5.0,,5.0,,4.0,2.0,5.0,
